order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,quantity,discount_amount,sale_price,profit
8283,10/3/2022 0:00,Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Technology,Machines,TEC-MA-10004241,530,2,12,588,58
8284,11/22/2022 0:00,Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Office Supplies,Art,OFF-AR-10001468,50,2,1.8,58.2,8.2
8285,7/30/2023 0:00,Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Technology,Accessories,TEC-AC-10003198,580,8,25.6,614.4,34.4
8286,7/5/2023 0:00,Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Furniture,Furnishings,FUR-FU-10003039,50,3,2.5,47.5,-2.5
8287,1/4/2022 0:00,Standard Class,Home Office,United States,Miami,Florida,33180,South,Office Supplies,Paper,OFF-PA-10000295,30,6,0.9,29.1,-0.9
8288,3/27/2022 0:00,Standard Class,Home Office,United States,Miami,Florida,33180,South,Office Supplies,Art,OFF-AR-10004344,40,5,1,49,9
8289,3/2/2023 0:00,Standard Class,Home Office,United States,Miami,Florida,33180,South,Technology,Accessories,TEC-AC-10002473,140,7,8,152,12
8290,7/25/2022 0:00,Standard Class,Home Office,United States,Miami,Florida,33180,South,Office Supplies,Appliances,OFF-AP-10002403,180,6,10.5,199.5,19.5
8291,10/3/2022 0:00,Standard Class,Home Office,United States,Miami,Florida,33180,South,Office Supplies,Supplies,OFF-SU-10000432,10,2,0.4,9.6,-0.4
8292,1/27/2023 0:00,Standard Class,Home Office,United States,Miami,Florida,33180,South,Office Supplies,Labels,OFF-LA-10000443,0,1,0,0,0
8293,12/14/2023 0:00,Standard Class,Consumer,United States,Troy,Ohio,45373,East,Office Supplies,Binders,OFF-BI-10003166,10,3,0.3,9.7,-0.3
8294,3/17/2022 0:00,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,OFF-BI-10002393,20,4,0.6,19.4,-0.6
8295,2/4/2023 0:00,Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,TEC-PH-10001809,240,2,9,291,51
8296,4/2/2022 0:00,Standard Class,Corporate,United States,Arlington,Virginia,22204,South,Office Supplies,Envelopes,OFF-EN-10002600,20,9,1.2,28.8,8.8
8297,10/27/2022 0:00,Standard Class,Corporate,United States,Arlington,Virginia,22204,South,Technology,Accessories,TEC-AC-10000109,100,2,3.3,106.7,6.7
8298,9/4/2022 0:00,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Furniture,Furnishings,FUR-FU-10003829,0,2,0,0,0
8299,11/18/2023 0:00,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Labels,OFF-LA-10003223,10,3,0.4,9.6,-0.4
8300,5/25/2022 0:00,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Art,OFF-AR-10001770,10,3,0.3,9.7,-0.3
8301,4/29/2022 0:00,Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Envelopes,OFF-EN-10003296,150,2,3.6,176.4,26.4
8302,2/25/2023 0:00,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,TEC-AC-10003870,1450,5,33,1617,167
8303,11/20/2023 0:00,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,FUR-CH-10000665,320,3,14.4,345.6,25.6
8304,4/17/2023 0:00,Second Class,Home Office,United States,San Francisco,California,94110,West,Technology,Phones,TEC-PH-10003092,70,2,1.4,68.6,-1.4
8305,10/9/2022 0:00,Standard Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,Tables,FUR-TA-10001086,460,4,14.7,475.3,15.3
8306,4/10/2022 0:00,Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,OFF-PA-10001870,20,5,1.2,28.8,8.8
8307,10/4/2022 0:00,Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,OFF-BI-10003305,40,7,0.8,39.2,-0.8
8308,10/28/2022 0:00,Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,OFF-BI-10003007,80,2,2.4,77.6,-2.4
8309,5/30/2022 0:00,Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10001419,30,9,0.8,39.2,9.2
8310,6/21/2023 0:00,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Storage,OFF-ST-10003692,120,3,7,133,13
8311,7/12/2022 0:00,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Tables,FUR-TA-10001866,330,3,15.2,364.8,34.8
8312,12/9/2022 0:00,Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,FUR-FU-10002157,50,4,2.4,57.6,7.6
8313,8/1/2022 0:00,Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Technology,Phones,TEC-PH-10001459,2560,7,88.2,2851.8,291.8
8314,5/26/2022 0:00,Standard Class,Home Office,United States,League City,Texas,77573,Central,Furniture,Chairs,FUR-CH-10002126,460,3,15.3,494.7,34.7
8315,2/19/2022 0:00,Standard Class,Home Office,United States,League City,Texas,77573,Central,Office Supplies,Fasteners,OFF-FA-10001561,0,2,0,0,0
8316,5/5/2022 0:00,Standard Class,Home Office,United States,League City,Texas,77573,Central,Office Supplies,Art,OFF-AR-10003158,20,7,0.8,19.2,-0.8
8317,1/22/2023 0:00,Standard Class,Home Office,United States,League City,Texas,77573,Central,Office Supplies,Paper,OFF-PA-10001804,20,3,0.8,19.2,-0.8
8318,4/28/2023 0:00,Standard Class,Consumer,United States,Burlington,North Carolina,27217,South,Office Supplies,Art,OFF-AR-10000422,0,1,0,0,0
8319,10/10/2023 0:00,Standard Class,Consumer,United States,Burlington,North Carolina,27217,South,Office Supplies,Art,OFF-AR-10000127,20,8,0.6,19.4,-0.6
8320,4/27/2022 0:00,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,OFF-ST-10004634,10,1,0.5,9.5,-0.5
8321,3/15/2022 0:00,First Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Art,OFF-AR-10003582,40,2,1,49,9
8322,2/7/2022 0:00,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,OFF-BI-10002026,20,2,0.4,19.6,-0.4
8323,11/10/2022 0:00,Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Appliances,OFF-AP-10000595,10,2,0.5,9.5,-0.5
8324,10/29/2022 0:00,Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Paper,OFF-PA-10001509,30,5,0.8,39.2,9.2
8325,2/21/2023 0:00,First Class,Home Office,United States,Hialeah,Florida,33012,South,Office Supplies,Storage,OFF-ST-10001321,50,5,1.2,58.8,8.8
8326,5/8/2023 0:00,First Class,Home Office,United States,Hialeah,Florida,33012,South,Technology,Phones,TEC-PH-10001750,130,3,4.8,155.2,25.2
8327,4/30/2023 0:00,Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Office Supplies,Binders,OFF-BI-10001890,0,4,0,0,0
8328,9/17/2022 0:00,Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Office Supplies,Binders,OFF-BI-10004224,80,7,4.5,85.5,5.5
8329,11/27/2022 0:00,Standard Class,Consumer,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,OFF-PA-10001357,120,3,7,133,13
8330,9/23/2023 0:00,Standard Class,Consumer,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,OFF-PA-10004888,10,1,0.3,9.7,-0.3
8331,11/12/2023 0:00,Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,TEC-AC-10002370,10,4,0.2,9.8,-0.2
8332,9/7/2022 0:00,First Class,Consumer,United States,Andover,Massachusetts,1810,East,Office Supplies,Storage,OFF-ST-10004634,10,1,0.2,9.8,-0.2
8333,8/27/2022 0:00,First Class,Consumer,United States,Andover,Massachusetts,1810,East,Furniture,Chairs,FUR-CH-10002647,330,5,17.5,332.5,2.5
8334,10/29/2022 0:00,First Class,Consumer,United States,Andover,Massachusetts,1810,East,Office Supplies,Paper,OFF-PA-10001801,20,3,0.4,19.6,-0.4
8335,3/19/2023 0:00,First Class,Consumer,United States,Andover,Massachusetts,1810,East,Office Supplies,Binders,OFF-BI-10004632,40,4,1.5,48.5,8.5
8336,5/15/2023 0:00,Second Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Binders,OFF-BI-10002082,240,9,9,291,51
8337,12/18/2023 0:00,Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Art,OFF-AR-10003986,10,2,0.3,9.7,-0.3
8338,7/3/2023 0:00,Standard Class,Corporate,United States,Decatur,Alabama,35601,South,Office Supplies,Paper,OFF-PA-10001243,20,4,1,19,-1
8339,7/5/2022 0:00,Standard Class,Corporate,United States,Decatur,Alabama,35601,South,Technology,Accessories,TEC-AC-10003198,460,5,25,475,15
8340,10/30/2022 0:00,Standard Class,Corporate,United States,Hesperia,California,92345,West,Furniture,Chairs,FUR-CH-10003774,400,6,22,418,18
8341,4/14/2023 0:00,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Paper,OFF-PA-10002262,30,5,1.2,28.8,-1.2
8342,1/25/2022 0:00,First Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Appliances,OFF-AP-10004532,50,3,1.2,58.8,8.8
8343,10/2/2022 0:00,Standard Class,Consumer,United States,Huntsville,Alabama,35810,South,Office Supplies,Storage,OFF-ST-10001325,60,7,3.5,66.5,6.5
8344,4/4/2022 0:00,Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Labels,OFF-LA-10004544,60,5,1.2,58.8,-1.2
8345,6/4/2023 0:00,Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,FUR-FU-10001473,30,3,0.6,29.4,-0.6
8346,12/31/2023 0:00,Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South,Furniture,Chairs,FUR-CH-10000422,190,3,8.8,211.2,21.2
8347,1/30/2023 0:00,Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,FUR-FU-10002960,30,5,1.5,28.5,-1.5
8348,9/28/2022 0:00,Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,FUR-FU-10002445,10,1,0.3,9.7,-0.3
8349,1/28/2023 0:00,Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Technology,Phones,TEC-PH-10001300,170,10,8.4,201.6,31.6
8350,6/4/2023 0:00,Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,FUR-FU-10001025,20,5,0.6,19.4,-0.6
8351,6/26/2023 0:00,Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Paper,OFF-PA-10002689,10,1,0.5,9.5,-0.5
8352,7/19/2022 0:00,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10004245,30,2,0.9,29.1,-0.9
8353,6/27/2022 0:00,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10003684,30,4,1.5,28.5,-1.5
8354,8/28/2023 0:00,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,FUR-TA-10003748,330,5,7.4,362.6,32.6
8355,7/12/2022 0:00,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10002133,50,5,1.8,58.2,8.2
8356,2/12/2023 0:00,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Fasteners,OFF-FA-10002280,10,2,0.3,9.7,-0.3
8357,7/10/2023 0:00,Standard Class,Consumer,United States,Athens,Georgia,30605,South,Furniture,Furnishings,FUR-FU-10000308,170,3,7.6,182.4,12.4
8358,6/19/2023 0:00,Standard Class,Consumer,United States,Great Falls,Montana,59405,West,Office Supplies,Storage,OFF-ST-10000876,80,7,2.7,87.3,7.3
8359,9/14/2022 0:00,Standard Class,Consumer,United States,Great Falls,Montana,59405,West,Technology,Phones,TEC-PH-10000586,90,2,5.5,104.5,14.5
8360,8/25/2023 0:00,Standard Class,Consumer,United States,Great Falls,Montana,59405,West,Technology,Accessories,TEC-AC-10003399,180,6,11,209,29
8361,12/24/2022 0:00,Second Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Art,OFF-AR-10001955,30,2,0.6,29.4,-0.6
8362,4/11/2023 0:00,Second Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Appliances,OFF-AP-10000027,10,2,0.3,9.7,-0.3
8363,4/22/2022 0:00,Second Class,Consumer,United States,El Paso,Texas,79907,Central,Furniture,Tables,FUR-TA-10002958,730,5,36.4,873.6,143.6
8364,4/26/2023 0:00,Second Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Storage,OFF-ST-10002615,320,3,18.5,351.5,31.5
8365,3/11/2023 0:00,Standard Class,Consumer,United States,Kissimmee,Florida,34741,South,Technology,Phones,TEC-PH-10002624,680,2,37.5,712.5,32.5
8366,4/12/2022 0:00,First Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Phones,TEC-PH-10002275,530,4,30,570,40
8367,12/1/2023 0:00,Second Class,Corporate,United States,Santa Clara,California,95051,West,Office Supplies,Supplies,OFF-SU-10004290,30,4,1.5,28.5,-1.5
8368,3/14/2022 0:00,Second Class,Corporate,United States,Santa Clara,California,95051,West,Office Supplies,Paper,OFF-PA-10000174,20,2,1,19,-1
8369,2/6/2023 0:00,Second Class,Corporate,United States,Santa Clara,California,95051,West,Office Supplies,Binders,OFF-BI-10004308,80,5,2.4,77.6,-2.4
8370,1/29/2022 0:00,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Tables,FUR-TA-10003473,810,3,18,882,72
8371,3/29/2023 0:00,Standard Class,Home Office,United States,Fresno,California,93727,West,Furniture,Bookcases,FUR-BO-10003894,110,2,3.6,116.4,6.4
8372,12/28/2023 0:00,First Class,Consumer,United States,Fort Worth,Texas,76106,Central,Office Supplies,Binders,OFF-BI-10001658,0,1,0,0,0
8373,4/26/2023 0:00,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Furnishings,FUR-FU-10003535,70,3,1.6,78.4,8.4
8374,8/26/2022 0:00,First Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,OFF-ST-10000352,30,1,0.6,29.4,-0.6
8375,12/22/2023 0:00,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Appliances,OFF-AP-10004859,90,6,1.8,88.2,-1.8
8376,4/28/2023 0:00,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10001294,50,6,1.8,58.2,8.2
8377,3/22/2022 0:00,Standard Class,Corporate,United States,Pompano Beach,Florida,33068,South,Office Supplies,Appliances,OFF-AP-10001242,50,1,1.2,58.8,8.8
8378,12/31/2023 0:00,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Storage,OFF-ST-10002344,50,1,2.4,57.6,7.6
8379,10/20/2023 0:00,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Paper,OFF-PA-10003349,20,3,0.8,19.2,-0.8
8380,3/18/2022 0:00,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Envelopes,OFF-EN-10003055,180,7,8.8,211.2,31.2
8381,12/13/2023 0:00,Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,OFF-PA-10001622,10,3,0.2,9.8,-0.2
8382,8/2/2023 0:00,Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Phones,TEC-PH-10003800,80,2,3.2,76.8,-3.2
8383,12/14/2023 0:00,Standard Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Chairs,FUR-CH-10001270,230,4,4.8,235.2,5.2
8384,8/12/2022 0:00,First Class,Home Office,United States,Shelton,Connecticut,6484,East,Technology,Accessories,TEC-AC-10003447,50,3,2.4,57.6,7.6
8385,4/27/2023 0:00,First Class,Home Office,United States,Shelton,Connecticut,6484,East,Office Supplies,Paper,OFF-PA-10004285,10,2,0.2,9.8,-0.2
8386,7/2/2022 0:00,Standard Class,Corporate,United States,Oakland,California,94601,West,Office Supplies,Binders,OFF-BI-10001757,10,3,0.4,9.6,-0.4
8387,3/19/2023 0:00,Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Storage,OFF-ST-10001558,20,1,0.4,19.6,-0.4
8388,1/1/2022 0:00,Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Storage,OFF-ST-10001328,60,5,3.2,76.8,16.8
8389,10/15/2022 0:00,Standard Class,Corporate,United States,Orange,New Jersey,7050,East,Office Supplies,Appliances,OFF-AP-10004708,60,2,4,76,16
8390,11/11/2023 0:00,First Class,Home Office,United States,Akron,Ohio,44312,East,Office Supplies,Fasteners,OFF-FA-10000621,20,6,0.8,19.2,-0.8
8391,8/20/2023 0:00,First Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Paper,OFF-PA-10001838,10,2,0.3,9.7,-0.3
8392,7/20/2023 0:00,Standard Class,Home Office,United States,Danbury,Connecticut,6810,East,Furniture,Furnishings,FUR-FU-10001473,20,2,1.5,28.5,8.5
8393,5/19/2022 0:00,Second Class,Consumer,United States,Franklin,Massachusetts,2038,East,Technology,Phones,TEC-PH-10000193,130,3,4.2,135.8,5.8
8394,9/25/2022 0:00,Second Class,Consumer,United States,Franklin,Massachusetts,2038,East,Furniture,Furnishings,FUR-FU-10002045,90,5,3.3,106.7,16.7
8395,11/7/2022 0:00,Second Class,Consumer,United States,Franklin,Massachusetts,2038,East,Office Supplies,Appliances,OFF-AP-10002945,840,3,45,855,15
8396,12/3/2023 0:00,Second Class,Consumer,United States,Franklin,Massachusetts,2038,East,Furniture,Tables,FUR-TA-10001095,310,3,11.1,358.9,48.9
8397,5/17/2022 0:00,Same Day,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Paper,OFF-PA-10001144,290,7,12.4,297.6,7.6
8398,6/6/2022 0:00,First Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Binders,OFF-BI-10004099,10,5,0.4,9.6,-0.4
8399,6/28/2022 0:00,Second Class,Home Office,United States,Springfield,Ohio,45503,East,Furniture,Chairs,FUR-CH-10001973,130,2,6.4,153.6,23.6
8400,10/23/2022 0:00,Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Storage,OFF-ST-10000344,10,1,0.4,9.6,-0.4
8401,6/15/2023 0:00,Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10002026,190,5,6.9,223.1,33.1
8402,5/10/2022 0:00,Second Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,FUR-CH-10003535,150,3,6.4,153.6,3.6
8403,9/8/2023 0:00,Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10004156,20,2,0.4,19.6,-0.4
8404,10/20/2022 0:00,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Paper,OFF-PA-10002254,90,4,2.2,107.8,17.8
8405,11/5/2022 0:00,Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,Furnishings,FUR-FU-10003247,70,4,2.4,77.6,7.6
8406,2/10/2023 0:00,Standard Class,Corporate,United States,Newark,Delaware,19711,East,Technology,Accessories,TEC-AC-10002473,120,5,4.2,135.8,15.8
8407,1/6/2022 0:00,Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,Furnishings,FUR-FU-10001057,40,2,0.8,39.2,-0.8
8408,8/24/2023 0:00,Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Art,OFF-AR-10001419,30,7,1.2,28.8,-1.2
8409,4/16/2022 0:00,Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Art,OFF-AR-10004010,150,5,8.5,161.5,11.5
8410,1/7/2022 0:00,Standard Class,Home Office,United States,San Bernardino,California,92404,West,Office Supplies,Binders,OFF-BI-10004230,100,4,2.2,107.8,7.8
8411,4/11/2022 0:00,Same Day,Corporate,United States,Burlington,North Carolina,27217,South,Furniture,Tables,FUR-TA-10001768,540,4,31.5,598.5,58.5
8412,1/17/2023 0:00,Second Class,Consumer,United States,Salem,Virginia,24153,South,Office Supplies,Art,OFF-AR-10003514,30,7,0.9,29.1,-0.9
8413,12/30/2023 0:00,Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Tables,FUR-TA-10002228,840,4,18.6,911.4,71.4
8414,9/24/2023 0:00,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Paper,OFF-PA-10001972,40,10,2.5,47.5,7.5
8415,7/2/2023 0:00,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Technology,Accessories,TEC-AC-10002942,150,3,6.8,163.2,13.2
8416,8/17/2022 0:00,Standard Class,Home Office,United States,Marion,Iowa,52302,Central,Office Supplies,Paper,OFF-PA-10000474,100,3,2.2,107.8,7.8
8417,12/14/2023 0:00,First Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10004330,140,5,4.5,145.5,5.5
8418,8/21/2022 0:00,First Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Storage,OFF-ST-10000604,100,3,3,97,-3
8419,9/11/2022 0:00,First Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Tables,FUR-TA-10004154,270,1,8.7,281.3,11.3
8420,6/20/2022 0:00,First Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Storage,OFF-ST-10000636,60,4,2.1,67.9,7.9
8421,6/7/2023 0:00,First Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Accessories,TEC-AC-10004171,190,2,6,194,4
8422,7/23/2023 0:00,Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Technology,Accessories,TEC-AC-10002167,40,3,2,48,8
8423,8/12/2023 0:00,Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Office Supplies,Fasteners,OFF-FA-10000621,20,5,0.8,19.2,-0.8
8424,4/29/2022 0:00,Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Furniture,Furnishings,FUR-FU-10004053,30,2,1.2,38.8,8.8
8425,11/10/2023 0:00,Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Furniture,Bookcases,FUR-BO-10003404,2040,5,64.5,2085.5,45.5
8426,10/22/2022 0:00,First Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Binders,OFF-BI-10004099,20,8,1,19,-1
8427,3/18/2023 0:00,Standard Class,Consumer,United States,Thornton,Colorado,80229,West,Office Supplies,Supplies,OFF-SU-10004290,10,2,0.3,9.7,-0.3
8428,4/3/2022 0:00,First Class,Consumer,United States,Roseville,Michigan,48066,Central,Office Supplies,Supplies,OFF-SU-10001935,0,2,0,0,0
8429,12/20/2023 0:00,Standard Class,Corporate,United States,Tempe,Arizona,85281,West,Technology,Accessories,TEC-AC-10004227,50,6,1.2,58.8,8.8
8430,12/18/2022 0:00,Second Class,Consumer,United States,Reading,Pennsylvania,19601,East,Furniture,Furnishings,FUR-FU-10004904,280,5,9,291,11
8431,9/5/2023 0:00,Standard Class,Consumer,United States,Apple Valley,Minnesota,55124,Central,Office Supplies,Storage,OFF-ST-10001511,120,2,6.5,123.5,3.5
8432,12/11/2023 0:00,Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Furniture,Furnishings,FUR-FU-10003535,250,10,5.4,264.6,14.6
8433,4/17/2022 0:00,Second Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Office Supplies,Fasteners,OFF-FA-10000053,10,4,0.3,9.7,-0.3
8434,12/4/2023 0:00,Second Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Office Supplies,Paper,OFF-PA-10004610,10,2,0.3,9.7,-0.3
8435,10/31/2022 0:00,Second Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Furniture,Furnishings,FUR-FU-10000550,10,5,0.2,9.8,-0.2
8436,8/11/2022 0:00,Second Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Office Supplies,Binders,OFF-BI-10001721,10,2,0.2,9.8,-0.2
8437,8/2/2022 0:00,Standard Class,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Binders,OFF-BI-10004040,40,11,2.5,47.5,7.5
8438,6/17/2023 0:00,Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Accessories,TEC-AC-10002550,20,2,0.6,29.4,9.4
8439,8/28/2022 0:00,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10003876,120,4,5.6,134.4,14.4
8440,3/7/2022 0:00,Second Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Phones,TEC-PH-10000213,40,2,1,49,9
8441,4/7/2023 0:00,Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,OFF-PA-10002615,10,3,0.2,9.8,-0.2
8442,3/22/2023 0:00,Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,OFF-PA-10002254,80,4,1.6,78.4,-1.6
8443,8/30/2023 0:00,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,TEC-PH-10004586,370,2,17.2,412.8,42.8
8444,11/8/2022 0:00,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,OFF-BI-10002982,0,1,0,0,0
8445,2/1/2022 0:00,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,TEC-PH-10002538,60,3,1.4,68.6,8.6
8446,4/26/2022 0:00,First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Furniture,Tables,FUR-TA-10001039,230,4,7.2,232.8,2.8
8447,4/15/2023 0:00,First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,FUR-FU-10004963,40,4,0.8,39.2,-0.8
8448,9/12/2022 0:00,First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,FUR-FU-10000277,190,2,10.5,199.5,9.5
8449,11/7/2022 0:00,First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Furniture,Tables,FUR-TA-10004915,540,3,12.8,627.2,87.2
8450,11/8/2023 0:00,First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Office Supplies,Paper,OFF-PA-10003724,30,8,1.6,38.4,8.4
8451,8/9/2022 0:00,First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Office Supplies,Appliances,OFF-AP-10002906,0,1,0,0,0
8452,4/10/2022 0:00,First Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,TEC-PH-10001459,1510,5,67.2,1612.8,102.8
8453,7/26/2023 0:00,Standard Class,Corporate,United States,Houston,Texas,77070,Central,Furniture,Chairs,FUR-CH-10002880,310,4,6.8,333.2,23.2
8454,3/7/2023 0:00,Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Storage,OFF-ST-10001780,1290,3,62,1488,198
8455,9/14/2023 0:00,Standard Class,Corporate,United States,Houston,Texas,77070,Central,Furniture,Furnishings,FUR-FU-10004748,120,5,3.9,126.1,6.1
8456,12/12/2023 0:00,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Phones,TEC-PH-10001918,180,2,11,209,29
8457,5/27/2022 0:00,Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,FUR-CH-10001146,90,3,4.4,105.6,15.6
